PartNumber,Manufacturer,ProductStatus,Switch Circuit,Multiplexer/Demultiplexer Circuit,On-State Resistance (Max),Package,AdditionalKeyinformation_Interface,Quantity,DatasheetUrl,PhotoUrl,Description
TS5A3154DCURG4,Texas Instruments,Discontinued at Digi-Key,SPDT,2:1,900mOhm,Tape & Reel (TR),,0,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fts5a3154,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/321/8-TSSOP%2C-8-MSOP-3x3mm.jpg,IC SWITCH SPDTX1 900MOHM 8VSSOP
"74HCT4053DB,118",NXP USA Inc.,Active,SPDT,2:1,120Ohm,Bulk,,12000,https://rocelec.widen.net/view/pdf/fvceisa99e/PHGL-S-A0001477936-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3947/MFG_DAC1221E.jpg,IC SWITCH SPDT X 3 120OHM 16SSOP
MC74HC4052ADW,onsemi,Obsolete,SP4T,4:1,100Ohm,Tube,,1529,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/39/MC74HC4051%2C4052%2C4053.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/322/488%3B-751G-03%3B-D%2C-DW%2C-DWF%3B-16---Top.jpg,IC SWITCH SP4T X 2 100OHM 16SOIC
74VHC4053MX,Fairchild Semiconductor,Obsolete,SPDT,2:1,100Ohm,Bulk,,220550,https://rocelec.widen.net/view/pdf/miujt52ev2/FAIRS24808-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,IC SWITCH SPDT X 3 100OHM 16SOIC
CD4066BCN,Fairchild Semiconductor,Obsolete,SPST,1:1,240Ohm,Tube,,198217,https://rocelec.widen.net/view/pdf/twwrkksmcn/FAIRS32447-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_FAIFSCMM74C93N.jpg,IC QUAD BILATERAL SWITCH 14DIP
MM74HC4053MX,Fairchild Semiconductor,Obsolete,SPDT,2:1,100Ohm,Bulk,,133629,https://rocelec.widen.net/view/pdf/voqgfcckmn/FAIRS03265-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,IC SWITCH SPDT X 3 100OHM 16SOIC
MC14053BDR2G,Fairchild Semiconductor,Active,SPDT,2:1,280Ohm,Bulk,,18901,https://rocelec.widen.net/view/pdf/sw118piz8e/ONSMS38897-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_TISTEXCD4060BMT.jpg,"SINGLE-ENDED MULTIPLEXER, 3 FUNC"
CD74HCT4316E,Harris Corporation,Obsolete,SPST - NO,1:1,170Ohm,Tube,,15450,https://rocelec.widen.net/view/pdf/w550ji0quv/cd54hc4316.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4188/MFG_CD4555BE.jpg,IC SWITCH SPST-NOX4 170OHM 16DIP
MC74LVX8053D,onsemi,Active,,,,Bulk,,8544,https://rocelec.widen.net/view/pdf/8vffzvfatc/ONSMS09390-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,"SINGLE-ENDED MUX, 2 CHANNEL"
FSA2156P6,Fairchild Semiconductor,Obsolete,SPST - NO,1:1,360mOhm (Typ),Bulk,,3500,https://rocelec.widen.net/view/pdf/xogbg7w6de/FAIRS25762-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2780/MFG_NX7002BKS115.jpg,IC SWITCH SPST-NOX1 360MOHM SC88
"74HC4353N,652",NXP USA Inc.,Obsolete,SPDT,2:1,120Ohm,Tube,,2905,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/992/74HC%28T%294353.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/389/20-Dip.jpg,IC SWITCH SPDT X 3 120OHM 20DIP
MC74HC4051F,onsemi,Active,,,,Bulk,,2176,https://rocelec.widen.net/view/pdf/11ycabdrnh/MC74HC4051F.pdf?t.download=true&u=axiww2,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_TISTEXCD4060BMT.jpg,ANALOG MULTIPLEXER SINGLE 8:1
MC74HC4051DTEL,Motorola,Active,-,8:1,100Ohm,Bulk,,2000,https://rocelec.widen.net/view/pdf/fqf80evhpq/ONSMS04940-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2875/MFG_MC74HC4051DTEL.jpg,IC MUX 8:1 100OHM 16TSSOP
FSA66M5,Fairchild Semiconductor,Obsolete,SPST - NO,1:1,-,Bulk,,1827,https://rocelec.widen.net/view/pdf/dlhs5sqhzl/FAIRS24091-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_TEXTISSN74LVC1G06DBVTE4.jpg,IC SWITCH SPST-NO X 1 SOT23-5
FSA3357L8X,onsemi,Obsolete,SP3T,3:1,15Ohm,Tape & Reel (TR),,100500,https://www.onsemi.com/pdf/datasheet/fsa3357-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/644/8-MicroPak.jpg,IC SWITCH SP3TX1 15OHM 8MICROPAK
"74HC4051DB,118",Nexperia USA Inc.,Obsolete,-,8:1,120Ohm,Tape & Reel (TR),,0,https://assets.nexperia.com/documents/data-sheet/74HC_HCT4051.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5545/1727%7ESOT338-1%7EDB%7E16.jpg,IC MUX 8:1 120OHM 16SSOP
TS5A3159AYZTR,Texas Instruments,Obsolete,,,,Bulk,,241190,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/50/TS5A3159A_Jan2018_DS.pdf,,1-OHM SPDT ANALOG SWITCH
NLAS4052DR2,onsemi,Obsolete,SP4T,4:1,26Ohm,Tape & Reel (TR),,0,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1022/NLAS4052.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/326/488%3B-751B-05%3B-D%2C-VD%2C-FD%3B-16.jpg,IC SWITCH SP4T X 2 26OHM 16SOIC
CD4052BCSJX,Fairchild Semiconductor,Obsolete,SP4T,4:1,240Ohm,Bulk,,53116,https://rocelec.widen.net/view/pdf/axesdp6jrk/FAIRS17044-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,IC SWITCH SP4T X 2 240OHM 16SOP
NLAST4053DR2,onsemi,Obsolete,SPDT,2:1,26Ohm,Tape & Reel (TR),,0,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2575/NLAST4053%20Rev0.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/326/488%3B-751B-05%3B-D%2C-VD%2C-FD%3B-16.jpg,IC SWITCH SPDT X 3 26OHM 16SOIC
NLAST4051DR2,onsemi,Obsolete,-,8:1,26Ohm,Tape & Reel (TR),,0,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/39/NLAST4051-D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/326/488%3B-751B-05%3B-D%2C-VD%2C-FD%3B-16.jpg,IC MUX 8:1 26OHM 16SOIC
MC74HC4316AFELG,onsemi,Obsolete,SPST - NO/NC,1:1,90Ohm,Tape & Reel (TR),,0,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/39/MC74HC4316A-D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2286/488%3B966-01%3BF%2CM%2CDM2%3B16.jpg,IC SW SPST-NO/NC 90OHM 16SOEIAJ
MC74HC4053AFELG,onsemi,Obsolete,SPDT,2:1,100Ohm,Tape & Reel (TR),,0,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/39/MC74HC4051A-D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2286/488%3B966-01%3BF%2CM%2CDM2%3B16.jpg,IC SWITCH SPDTX3 100OHM 16SOEIAJ
CD74HCT4052E,Harris Corporation,Obsolete,SP4T,4:1,130Ohm,Tube,,10777,https://rocelec.widen.net/view/pdf/mu95vqfhbs/HRISSA81-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4188/MFG_CD4555BE.jpg,IC SWITCH SP4T X 2 130OHM 16DIP
NLAST4053QSR,onsemi,Obsolete,SPDT,2:1,26Ohm,Tape & Reel (TR),,0,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2575/NLAST4053%20Rev0.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/27/16-SSOP.jpg,IC SWITCH SPDT X 3 26OHM 16QSOP
"HEF4016BP,652",NXP USA Inc.,Obsolete,SPST - NO,1:1,350Ohm,Tube,,0,https://assets.nexperia.com/documents/data-sheet/HEF4016B.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/14PDIP.jpg,IC SWITCH SPST-NOX4 350OHM 14DIP
CD4052BCSJ,Fairchild Semiconductor,Obsolete,SP4T,4:1,240Ohm,Tube,,4811,https://rocelec.widen.net/view/pdf/axesdp6jrk/FAIRS17044-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,IC SWITCH SP4T X 2 240OHM 16SOP
CD4051BCSJX,Fairchild Semiconductor,Obsolete,-,8:1,240Ohm,Bulk,,3871,https://rocelec.widen.net/view/pdf/axesdp6jrk/FAIRS17044-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,IC MUX 8:1 240OHM 16SOP
SN74AUC2G53YEPR,Texas Instruments,Obsolete,SPDT,2:1,15Ohm,Tape & Reel (TR),,0,https://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=https%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Fsn74auc2g53,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2894/YEP-8-BGA%20Pkg.jpg,IC SWITCH SPDT X 1 15OHM 8DSBGA
CD4051BCSJ,Fairchild Semiconductor,Obsolete,-,8:1,240Ohm,Tube,,2919,https://rocelec.widen.net/view/pdf/axesdp6jrk/FAIRS17044-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,IC MUX 8:1 240OHM 16SOP
NLV14051BDG,onsemi,Obsolete,SP8T,8:1,280Ohm,Bulk,,1048,https://www.onsemi.com/pdf/datasheet/mc14051b-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/326/488%3B-751B-05%3B-D%2C-VD%2C-FD%3B-16.jpg,IC MUX 8:1 280OHM 16SOIC
MC74HC4053DWR2,Motorola,Active,SPDT,2:1,100Ohm,Bulk,,85511,https://rocelec.widen.net/view/pdf/idglfkzhuj/MOTOD158-3-615.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,IC SWITCH SPDT X 3 100OHM 16SOG
MC74HC4052AFG,onsemi,Obsolete,SP4T,4:1,100Ohm,Tube,,15434,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/39/MC74HC4051A-D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2286/488%3B966-01%3BF%2CM%2CDM2%3B16.jpg,IC SWITCH SP4TX2 100OHM 16SOEIAJ
"74HCT4051DB,118",NXP Semiconductors,Active,SP8T - Open/Closed,8:1,120Ohm,Bulk,,14896,https://assets.nexperia.com/documents/data-sheet/74HC_HCT4051.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4424/MFG_AD5100YRQZ-1RL7.jpg,NEXPERIA 74HCT4051DB - SINGLE-EN
MC74HC4051AFELG,onsemi,Obsolete,-,8:1,100Ohm,Tape & Reel (TR),,0,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/39/MC74HC4051A-D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2286/488%3B966-01%3BF%2CM%2CDM2%3B16.jpg,IC MUX 8:1 100OHM 16SOEIAJ
NLAS5113MUTBG,onsemi,Obsolete,SPST - NO,1:1,1.3Ohm,Tape & Reel (TR),,0,https://www.onsemi.com/pdf/datasheet/nlas5113-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2614/488%7E517AA-01%7EMU%7E6.JPG,IC SWITCH SPST-NOX1 1.3OHM 6UDFN
MC14051BFG,onsemi,Obsolete,,,,Tube,,4527,https://www.onsemi.com/pdf/datasheet/mc14051b-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2286/488%3B966-01%3BF%2CM%2CDM2%3B16.jpg,IC MUX/DEMUX 8X1 16SOEIAJ
"74HCT4053DB,112",Nexperia USA Inc.,Obsolete,SPDT,2:1,120Ohm,Bulk,,4382,https://assets.nexperia.com/documents/data-sheet/74HC_HCT4053.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5545/1727%7ESOT338-1%7EDB%7E16.jpg,IC SWITCH SPDT X 3 120OHM 16SSOP
MC74HC4052AFELG,onsemi,Active,,,,Bulk,,2686,https://rocelec.widen.net/view/pdf/0m8j54rncb/ONSMS10288-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,"DIFFERENTIAL MUX, 4 CHANNEL"
"74HCT4066DB,112",NXP USA Inc.,Active,,,,Tube,,1564,https://assets.nexperia.com/documents/data-sheet/74HC_HCT4066.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2452/14-SSOP_SOT337-1%20Pkg.jpg,IC SWITCH QUAD 1X1 14SSOP
MC74HC4316F,onsemi,Active,,,,Bulk,,1143,https://rocelec.widen.net/view/pdf/zyywptrsv7/PHGLS06520-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_TISTEXCD4060BMT.jpg,LOG CMOS MLTIPLEXER QUAD
FSA839UCX_SB82278,Fairchild Semiconductor,Active,,,,Bulk,,508065,https://rocelec.widen.net/view/pdf/hepuanmt55/FAIR-S-A0002363650-1.pdf?t.download=true&u=5oefqw,,LOW VOLTAGE. 0.8?? SPDT ANALOG S
"NX3L2G66GM,125",NXP USA Inc.,Obsolete,SPST - NO,1:1,750mOhm,Tape & Reel (TR),,0,https://www.nxp.com/docs/en/data-sheet/NX3L2G66.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/392/8-XQFN.jpg,IC SW SPST-NOX2 750MOHM 8XQFNU
NLAS4051DTR2G,onsemi,Obsolete,-,8:1,26Ohm,Tape & Reel (TR),,24181,https://www.onsemi.com/pdf/datasheet/nlas4051-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2544/488%3B948F-01%3BDT%2CDTB%2CDB%3B16.jpg,IC MUX 8:1 26OHM 16TSSOP
"NX3L1G53GD,125",NXP USA Inc.,Obsolete,SPDT,2:1,750mOhm,Tape & Reel (TR),,0,https://www.nxp.com/docs/en/data-sheet/NX3L1G53.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/392/XSON8U.jpg,IC SWITCH SPDT X 1 750MOHM 8XSON
MM74HC4066SJX,Fairchild Semiconductor,Obsolete,SPST - NO,1:1,70Ohm,Bulk,,12972,https://rocelec.widen.net/view/pdf/iz3hcpz4yz/FAIRS26133-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_TEXTISTLC2274QPWRQ1.jpg,IC SWITCH SPST-NOX4 70OHM 14SOP
"NX3L2T66GD,125",NXP USA Inc.,Obsolete,SPST - NO,1:1,750mOhm,Tape & Reel (TR),,0,https://www.nxp.com/docs/en/data-sheet/NX3L2T66.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/392/XSON8U.jpg,IC SW SPST-NOX2 750MOHM 8XSON
MC74HC4316D,onsemi,Active,,,,Bulk,,7552,https://rocelec.widen.net/view/pdf/a3lf15ftzw/ONSM-S-A0002809740-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,ANALOG SWITCH QUAD SPST
"NX3L2T384GM,125",NXP USA Inc.,Obsolete,SPST - NC,1:1,750mOhm,Cut Tape (CT),,0,https://www.nxp.com/docs/en/data-sheet/NX3L2T384.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/392/8-XQFN.jpg,IC SW SPST-NCX2 750MOHM 8XQFNU
"NX3L1T53GD,125",NXP USA Inc.,Obsolete,SPDT,2:1,750mOhm,Tape & Reel (TR),,0,https://www.nxp.com/docs/en/data-sheet/NX3L1T53.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/392/XSON8U.jpg,IC SWITCH SPDT X 1 750MOHM 8XSON
"NX3L2T384GD,125",NXP USA Inc.,Obsolete,SPST - NC,1:1,750mOhm,Tape & Reel (TR),,0,https://www.nxp.com/docs/en/data-sheet/NX3L2T384.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/392/XSON8U.jpg,IC SW SPST-NCX2 750MOHM 8XSON
"74HC4067DB,118",NXP Semiconductors,Active,-,16:1,120Ohm,Bulk,,334570,https://rocelec.widen.net/view/pdf/ifm3r7uj7f/PHGL-S-A0001061804-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4250/MFG_AD60003RSZ24RL7.jpg,NEXPERIA 74HC4067DB - SINGLE-END
NLAS5213AUSG,onsemi,Obsolete,DPST - NO,2:1,1.3Ohm,Tape & Reel (TR),,0,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1086/NLAS5213.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6022/488%7E493-02%7EUS%7E8.jpg,IC SWITCH DPST-NO X 1 1.3OHM US8
NLAS5213BUSG,onsemi,Obsolete,SPST - NO,1:1,1.3Ohm,Tape & Reel (TR),,0,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/1086/NLAS5213.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/6022/488%7E493-02%7EUS%7E8.jpg,IC SWITCH SPST-NO X 2 1.3OHM US8
FSA1258L8X,Fairchild Semiconductor,Obsolete,SPST - NO/NC,1:1,1.15Ohm,Bulk,,35000,https://rocelec.widen.net/view/pdf/ofbcqmdwu7/FAIRS45870-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_INFINFBSZ146N10LS5ATMA1.jpg,IC SWITCH SPST 1.15OHM 8MICROPAK
MC74VHC4316DG,onsemi,Obsolete,SPST - NO/NC,1:1,90Ohm,Bulk,,26044,https://www.onsemi.com/pdf/datasheet/mc74vhc4316-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/326/488%3B-751B-05%3B-D%2C-VD%2C-FD%3B-16.jpg,IC SW SPST-NO/NCX4 90OHM 16SOIC
SLAS3158MNR2G,onsemi,Obsolete,SPDT,2:1,13Ohm,Tape & Reel (TR),,0,,,IC SWITCH SPDT X 2 13OHM
"74LV4053DB,118",Nexperia USA Inc.,Obsolete,SPDT,2:1,105Ohm,Tape & Reel (TR),,0,https://assets.nexperia.com/documents/data-sheet/74LV4053.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5545/1727%7ESOT338-1%7EDB%7E16.jpg,IC SWITCH SPDT X 3 105OHM 16SSOP
"74LV4051DB,118",Nexperia USA Inc.,Obsolete,-,8:1,85Ohm,Tape & Reel (TR),,0,https://assets.nexperia.com/documents/data-sheet/74LV4051.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5545/1727%7ESOT338-1%7EDB%7E16.jpg,IC MUX 8:1 85OHM 16SSOP
STG4210QTR,STMicroelectronics,Obsolete,SPST - NO,1:1,1.3Ohm,Tape & Reel (TR),,0,https://www.st.com/content/ccc/resource/technical/document/datasheet/5a/2c/ba/82/58/1e/49/bd/CD00208080.pdf/files/CD00208080.pdf/jcr:content/translations/en.CD00208080.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/4845/497_10-QFN%20Pkg.jpg,IC SWITCH SPST-NOX2 1.3OHM 10QFN
74VHC4053M,Fairchild Semiconductor,Obsolete,SPDT,2:1,100Ohm,Tube,,31370,https://rocelec.widen.net/view/pdf/miujt52ev2/FAIRS24808-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5442/MFG_CYPCYPS25FL128P0XMFI011.jpg,IC SWITCH SPDT X 3 100OHM 16SOIC
MC74LVXT4051MELG,onsemi,Obsolete,-,8:1,26Ohm,Tape & Reel (TR),,0,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/39/MC74LVXT4051-D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2286/488%3B966-01%3BF%2CM%2CDM2%3B16.jpg,IC MUX 8:1 26OHM 16SOEIAJ
MC74LVX4052MELG,onsemi,Obsolete,SP4T,4:1,26Ohm,Tape & Reel (TR),,0,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/39/MC74LVX4052-D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2286/488%3B966-01%3BF%2CM%2CDM2%3B16.jpg,IC SWITCH SP4TX2 26OHM 16SOEIAJ
MC74LVXT4051MG,onsemi,Obsolete,-,8:1,26Ohm,Tube,,12450,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/39/MC74LVXT4051-D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2286/488%3B966-01%3BF%2CM%2CDM2%3B16.jpg,IC MUX 8:1 26OHM 16SOEIAJ
MC74LVX4052MG,onsemi,Obsolete,SP4T,4:1,26Ohm,Tube,,11100,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/39/MC74LVX4052-D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2286/488%3B966-01%3BF%2CM%2CDM2%3B16.jpg,IC SWITCH SP4TX2 26OHM 16SOEIAJ
SLVHC4851ADTR2G,onsemi,Obsolete,-,8:1,400Ohm,Bulk,,7797,,,IC MUX 8:1 400OHM
ISL84543CP,Intersil,Obsolete,SPST - NO/NC,1:1,60Ohm,Tube,,3855,https://rocelec.widen.net/view/pdf/gm2njckys9/INSLS13097-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5441/MFG_NOPB.jpg,IC SW SPST-NO/NCX2 60OHM 8DIP
ISL84541CP,Intersil,Obsolete,SPST - NO,1:1,60Ohm,Tube,,1500,https://rocelec.widen.net/view/pdf/gm2njckys9/INSLS13097-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5441/MFG_NOPB.jpg,IC SWITCH SPST-NO X 2 60OHM 8DIP
MC14052BFELG,onsemi,Obsolete,DP4T,2:4,280Ohm,Tape & Reel (TR),,0,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/42/MC14051B-D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2286/488%3B966-01%3BF%2CM%2CDM2%3B16.jpg,IC SWITCH DP4TX2 280OHM 16SOEIAJ
SN74LVC2G53DCTRE6,Texas Instruments,Active,,,,Bulk,,195000,https://rocelec.widen.net/view/pdf/wpaooq4zqr/PHGLS27076-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/533/8-LSSOP.jpg,MOS GENERAL PURP LOG
MAX4684EBC-T,Analog Devices Inc./Maxim Integrated,Active,SPDT - NO/NC,2:1,500mOhm,Bulk,,110300,https://rocelec.widen.net/view/pdf/aidvykzzos/MAXMS09206-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5441/MFG_NOPB.jpg,IC SW SPDT-NO/NCX2 500MOHM 10CSP
MC74LVX4066MELG,onsemi,Obsolete,SPST - NO,1:1,20Ohm,Tape & Reel (TR),,0,https://www.onsemi.com/pdf/datasheet/mc74lvx4066-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/375/14-SOIC.jpg,IC SW SPST-NOX4 20OHM SOEIAJ-14
"74HCT4066N,112",NXP USA Inc.,Obsolete,SPST - NO,1:1,20Ohm (Typ),Tube,,10602,https://assets.nexperia.com/documents/data-sheet/74HC_HCT4066.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/14PDIP.jpg,IC SWITCH SPST-NOX4 20OHM 14DIP
RS2057XC6,Runic Technology,Active,SPDT,2:1,8Ohm,Tape & Reel (TR),,6000,http://en.run-ic.com/en/upload/web/uploads/file/20211129/gdFMb2lH51AhI801ovT6viP110P50683.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2694/MFG_RS2057XC6.jpg,IC SWITCH SPDT X 1 8OHM SC70-6
"74HC4066N,652",NXP USA Inc.,Obsolete,SPST - NO,1:1,95Ohm,Tube,,7803,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/2320/74HC%28T%294066_Rev7.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/376/14PDIP.jpg,IC SWITCH SPST-NOX4 95OHM 14DIP
MC14051BFELG,onsemi,Obsolete,-,8:1,280Ohm,Tape & Reel (TR),,0,//mm.digikey.com/Volume0/opasdata/d220001/medias/docus/42/MC14051B-D.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2286/488%3B966-01%3BF%2CM%2CDM2%3B16.jpg,IC MUX 8:1 280OHM 16SOEIAJ
ISL43121IH-T,Intersil,Obsolete,SPST - NC,1:1,20Ohm,Bulk,,4059,https://rocelec.widen.net/view/pdf/g1109obx4f/INSLS08115-1.pdf?t.download=true&u=5oefqw,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/3548/MFG_LTC2053CMS8-SYNC%23PBF.jpg,IC SWITCH SPST-NCX2 20OHM SOT23
NLVASB3157DFT2G,onsemi,Obsolete,SPDT,2:1,7Ohm (Typ),Tape & Reel (TR),,0,https://www.onsemi.com/pdf/datasheet/nlasb3157-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/5883/488%7E419B-02%7EDF%2CDW%2CSQ%7E6.jpg,IC SWITCH SPDTX1 7OHM SC88
MC74VHC4052MG,onsemi,Obsolete,SP4T,4:1,100Ohm,Tube,,2100,https://www.onsemi.com/pdf/datasheet/mc74vhc4051-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2286/488%3B966-01%3BF%2CM%2CDM2%3B16.jpg,IC SWITCH SP4TX2 100OHM 16SOEIAJ
MC74VHC4053MG,onsemi,Obsolete,SPDT,2:1,100Ohm,Tube,,2000,https://www.onsemi.com/pdf/datasheet/mc74vhc4051-d.pdf,//mm.digikey.com/Volume0/opasdata/d220001/medias/images/2286/488%3B966-01%3BF%2CM%2CDM2%3B16.jpg,IC SWITCH SPDTX3 100OHM 16SOEIAJ
